APM,PrecisionRelativa,IndiceCobertura,IndicePostDano,IET,DistanciaPromedio,VarianzaDistancia,Clase
90.00,0.2000,0.6780,0.0000,2.5727,10.2646,6.8294,3
30.00,0.2000,0.6842,0.0000,0.8225,10.5196,8.8652,0
90.00,1.0000,0.0123,0.0000,34.7330,1.5593,0.1873,1
126.00,0.5238,0.0000,0.0000,29.4162,3.2834,3.2902,2
42.00,0.0000,0.6567,0.0000,1.2197,10.8227,10.5131,0
30.00,0.2000,0.6485,1.0000,0.9237,10.4160,17.2283,0
114.00,0.8947,0.0218,0.0000,44.2288,1.5214,0.2036,1
72.00,0.4167,0.0000,0.0000,10.6702,5.7478,16.8909,2
108.00,0.8333,0.0000,0.0000,37.0613,1.9141,0.0649,1
36.00,0.1667,0.6379,1.0000,1.1991,9.8711,13.8114,0
90.00,0.8000,0.0000,0.0000,36.6304,1.4570,0.2163,1
132.00,0.5000,0.0000,0.0000,25.2306,4.2317,6.5536,2
60.00,0.2000,0.6300,0.0000,1.7133,11.9556,15.8710,3
144.00,0.4167,0.0104,0.0000,29.6546,3.8053,3.4437,2
138.00,0.2609,0.0000,0.0000,16.3745,7.4277,21.6127,2
114.00,0.2105,0.0000,0.0000,16.7371,5.8112,10.4909,2
60.00,0.1000,0.7039,0.0000,1.5489,10.4719,5.3319,3
66.00,0.0909,0.6915,0.0000,1.4335,13.2053,12.7547,3
120.00,0.9500,0.0000,0.0000,42.1692,1.8457,0.1365,1
168.00,0.5357,0.0000,0.0000,39.5238,3.2506,6.3880,2
108.00,0.5556,0.0000,0.0000,21.4597,4.0327,9.4081,2
36.00,0.1667,0.6085,0.0000,1.3372,9.5410,7.6116,0
90.00,1.0000,0.0205,0.0000,40.0112,1.2032,0.0023,1
72.00,0.3333,0.0000,0.0000,11.3247,5.3578,4.0923,2
72.00,0.1667,0.7049,0.0000,1.7185,11.3623,9.3539,3
30.00,0.2000,0.6110,0.0000,0.7374,14.8262,23.5924,0
138.00,0.8696,0.0000,0.0000,49.5218,1.7866,0.1848,1
132.00,0.4091,0.0608,0.5000,17.8466,5.9470,21.3629,2
42.00,0.5714,0.2286,1.0000,3.6804,7.8031,12.3188,3
30.00,0.2000,0.6682,1.0000,0.8332,10.9477,10.4555,0
96.00,0.8750,0.0000,0.0000,34.9396,1.7476,0.1839,1
174.00,0.3793,0.0000,0.0000,33.5082,4.1928,4.1893,2
48.00,0.2500,0.6429,0.0000,1.2990,12.1966,12.7921,3
30.00,0.2000,0.6674,0.0000,0.8869,10.2502,8.6283,0
60.00,1.0000,0.0000,0.0000,20.1958,1.9709,0.0171,1
72.00,0.2500,0.0000,0.0000,16.0068,3.4981,3.0049,2
60.00,0.2000,0.6121,1.0000,2.1846,9.6530,10.3543,3
36.00,0.3333,0.5610,0.0000,1.4420,9.9610,13.8077,0
96.00,0.9375,0.0000,0.0000,35.4932,1.7047,0.2258,1
114.00,0.4737,0.0000,0.0000,29.6980,2.8386,1.7610,2
42.00,0.1429,0.6852,0.0000,1.2544,9.5395,6.9395,3
30.00,0.2000,0.6673,0.0000,0.7675,12.0034,9.2969,0
84.00,0.9286,0.0000,0.0000,29.0201,1.8945,0.0842,1
78.00,0.3846,0.0000,0.0000,20.6350,2.7800,1.9483,2
48.00,0.6250,0.1760,1.0000,4.3500,8.0922,10.1406,3
30.00,0.2000,0.6364,1.0000,0.7693,13.1800,23.2692,0
96.00,1.0000,0.0000,0.0000,33.5469,1.8617,0.1664,1
42.00,0.0000,0.7139,0.0000,0.8605,12.9629,13.4092,0
78.00,0.1538,0.6689,0.0000,1.9584,12.1869,10.7481,3
36.00,0.0000,0.6783,0.0000,1.0221,10.3314,11.9604,0
114.00,0.8947,0.0000,0.0000,41.2844,1.7613,0.1961,1
132.00,0.3636,0.0000,0.0000,18.1559,6.2704,11.0861,2
42.00,0.1429,0.7069,1.0000,0.8307,13.8176,10.9348,0
36.00,0.1667,0.6980,1.0000,0.9560,10.3720,9.1232,0
102.00,0.9412,0.0000,0.0000,37.3740,1.7292,0.1636,1
156.00,0.2692,0.0832,0.5000,18.1067,6.8985,7.3370,2
66.00,0.5455,0.1022,1.0000,5.5547,9.6670,14.1093,3
126.00,0.4762,0.0192,0.0000,15.1272,7.1692,16.1308,2
66.00,1.0000,0.0000,0.0000,24.0972,1.7389,0.2073,1
36.00,0.1667,0.5989,1.0000,1.0965,12.1673,23.4742,0
54.00,0.1111,0.6699,1.0000,1.4754,11.0832,13.1883,3
30.00,0.2000,0.6689,1.0000,0.9590,9.3582,10.2429,0
102.00,0.9412,0.0000,0.0000,35.3225,1.8877,0.0725,1
102.00,0.4118,0.0000,0.0000,22.4611,3.5412,3.4934,2
72.00,0.7500,0.0243,0.0000,8.2627,7.5024,19.2647,3
36.00,0.0000,0.7260,0.0000,0.8294,10.8941,6.0892,0
72.00,1.0000,0.0000,0.0000,27.3713,1.6305,0.1904,1
126.00,0.5238,0.0000,0.0000,31.9386,2.9451,1.2395,2
156.00,0.4615,0.0000,0.0000,27.4473,4.6836,4.0367,2
30.00,0.2000,0.6659,1.0000,0.8773,10.4240,14.1299,0
102.00,0.7059,0.0000,0.0000,38.7186,1.6344,0.2114,1
114.00,0.4737,0.0000,0.0000,24.7344,3.6090,2.2443,2
72.00,0.0833,0.7149,0.0000,1.3544,14.1560,16.5665,3
78.00,0.7692,0.0122,0.0000,27.0846,1.8448,0.1167,1
120.00,0.7000,0.0000,0.0000,47.5754,1.5223,0.2327,1
168.00,0.2143,0.0000,0.0000,23.9182,6.0239,13.8963,2
42.00,0.0000,0.7352,1.0000,0.7919,13.0462,13.8977,3
36.00,0.1667,0.6381,1.0000,1.0635,11.2486,12.3098,0
120.00,1.0000,0.0000,0.0000,40.9110,1.9332,0.0864,1
24.00,0.0000,0.7058,0.0000,0.6203,10.3834,7.0427,0
24.00,0.0000,0.6691,0.0000,0.7145,10.1139,6.6665,3
36.00,0.1667,0.6918,0.0000,0.9249,10.9968,13.2025,0
72.00,0.7500,0.0106,0.0000,25.5749,1.7855,0.2014,1
174.00,0.3793,0.0000,0.0000,36.1176,3.8176,3.0228,2
72.00,0.2500,0.6394,0.0000,1.8060,13.3753,20.7542,3
36.00,0.0000,0.6709,1.0000,0.9635,11.2977,8.7617,0
114.00,0.7895,0.0199,0.0000,39.2388,1.8474,0.1768,1
132.00,0.5455,0.0000,0.0000,23.6364,4.5846,16.0063,2
42.00,0.1429,0.6893,0.0000,1.1567,10.2832,11.7279,3
36.00,0.1667,0.6503,0.0000,1.0650,10.8188,8.2393,0
102.00,1.0000,0.0113,0.0000,36.2561,1.7816,0.0535,1
114.00,0.4211,0.0000,0.0000,25.7394,3.4290,1.3786,2
36.00,0.0000,0.7251,0.0000,0.8271,10.9649,8.5089,0
42.00,0.1429,0.7044,1.0000,0.9795,11.6750,11.8607,0
120.00,0.8500,0.0108,0.0000,47.4868,1.4998,0.1736,1
114.00,0.4211,0.0000,0.0000,17.1217,5.6582,8.2507,2
66.00,0.1818,0.5975,1.0000,2.4022,10.0580,10.7013,3
30.00,0.0000,0.6739,0.0000,0.6830,13.3242,11.9813,0
102.00,0.8824,0.0118,0.0000,36.5100,1.7608,0.1274,1
114.00,0.5263,0.0000,0.0000,29.7366,2.8337,1.0293,2
42.00,0.1429,0.6886,1.0000,1.1254,10.6226,8.7744,3
60.00,0.2000,0.6698,1.0000,1.6524,10.9890,7.6033,3
96.00,0.9375,0.0199,0.0000,34.1530,1.7548,0.1172,1
72.00,0.2500,0.0000,0.0000,16.1011,3.4718,1.2148,2
78.00,0.2308,0.6447,0.0000,2.6661,9.3938,11.1118,3
42.00,0.2857,0.6428,0.0000,1.0117,13.8271,15.3162,0
114.00,0.8947,0.0000,0.0000,41.8816,1.7220,0.1854,1
108.00,0.4444,0.0000,0.0000,18.1912,4.9369,6.6897,2
72.00,0.1667,0.7378,1.0000,1.4685,11.8568,6.5928,3
132.00,0.4091,0.0108,0.0000,44.5953,1.9280,0.5632,2
78.00,1.0000,0.0000,0.0000,26.5335,1.9397,0.1515,1
78.00,0.8462,0.0000,0.0000,19.2702,3.0477,1.4351,2
72.00,0.1667,0.6922,0.0000,1.8909,10.7206,6.5975,3
30.00,0.2000,0.6638,0.0000,0.7730,12.0461,10.8249,0
78.00,0.7692,0.0112,0.0000,28.8481,1.6735,0.1506,1
156.00,0.3846,0.0000,0.0000,28.2043,4.5311,5.5743,2
54.00,0.2222,0.6503,1.0000,1.5498,11.1851,12.4721,3
30.00,0.2000,0.7241,1.0000,0.6325,12.0863,11.3139,0
78.00,0.6923,0.0000,0.0000,27.8037,1.8054,0.1339,1
84.00,0.4286,0.0000,0.0000,14.8295,4.6644,12.0166,2
54.00,0.1111,0.6801,0.0000,1.7837,8.6843,3.2992,3
30.00,0.2000,0.6985,0.0000,0.8062,10.2210,11.1015,0
48.00,0.1250,0.6751,0.0000,1.1389,12.6947,12.9051,3
120.00,0.1500,0.0513,0.0000,10.6131,9.7267,13.4999,2
54.00,0.2222,0.6101,1.0000,1.3860,14.1894,32.8883,3
36.00,0.1667,0.6954,1.0000,1.0877,9.0808,4.3012,0
96.00,0.9375,0.0197,0.0000,32.1974,1.9230,0.1369,1
174.00,0.4483,0.0000,0.0000,26.7309,5.5093,9.2539,2
36.00,0.3333,0.5822,1.0000,1.3539,10.1104,17.0769,3
30.00,0.2000,0.7054,0.0000,0.7844,10.2671,7.6424,0
36.00,0.1667,0.7142,0.0000,0.8612,10.9491,7.9805,0
30.00,0.2000,0.7061,0.0000,0.8052,9.9504,7.0650,0
42.00,0.1429,0.7039,0.0000,1.0473,10.8735,6.1244,3
114.00,0.4737,0.0192,0.0000,17.5632,5.3661,13.3761,2
96.00,1.0000,0.0000,0.0000,35.8950,1.6745,0.1301,1
108.00,0.7778,0.0000,0.0000,39.9567,1.7029,0.1474,1
60.00,0.1000,0.7078,1.0000,1.5082,10.6245,8.9140,3
36.00,0.3333,0.6337,1.0000,1.2290,9.7296,13.7365,0
114.00,0.9474,0.0000,0.0000,42.0188,1.7131,0.1707,1
78.00,0.4615,0.0860,0.0000,12.5545,4.6783,7.7278,2
42.00,0.1429,0.7312,0.0000,0.7970,13.1640,11.6524,3
42.00,0.2857,0.6868,0.0000,0.9088,13.4761,18.9524,0
120.00,0.8500,0.0000,0.0000,49.6305,1.4179,0.1547,1
108.00,0.4444,0.0000,0.0000,25.1845,3.2883,4.3551,2
60.00,0.1000,0.6391,0.0000,1.6255,12.3219,11.5705,3
30.00,0.2000,0.6163,0.0000,0.7540,14.2648,20.0623,0
72.00,0.0000,0.8266,0.0000,0.9088,12.7362,12.0996,3
114.00,0.3684,0.0113,0.0000,23.2159,3.8549,5.2903,2
54.00,0.1111,0.7242,0.0000,1.2334,11.0740,7.5325,3
36.00,0.1667,0.6667,0.0000,0.9396,11.7702,17.4122,0
114.00,0.8421,0.0114,0.0000,41.1439,1.7392,0.0827,1
138.00,0.2174,0.0000,0.0000,17.5934,6.8439,24.7765,2
42.00,0.1429,0.6416,1.0000,1.0834,12.8935,14.4764,3
24.00,0.2500,0.6612,1.0000,0.6805,10.9468,11.1270,0
120.00,0.8500,0.0000,0.0000,44.2566,1.7115,0.2256,1
102.00,0.4706,0.0589,1.0000,14.3145,5.7056,14.2721,2
54.00,0.2222,0.5981,0.0000,1.5143,13.3306,29.6282,3
114.00,0.4211,0.0199,0.0000,26.7343,3.1794,3.2276,2
126.00,1.0000,0.0000,0.0000,48.9344,1.5749,0.2502,1
138.00,0.3043,0.0362,0.0000,19.6111,5.7820,6.3785,2
96.00,0.7500,0.0000,0.0000,34.3165,1.7975,0.1708,1
30.00,0.0000,0.6877,1.0000,0.8506,10.0164,8.1134,0
120.00,0.4500,0.0000,0.0000,21.2337,4.6514,7.4006,2
126.00,0.1429,0.0000,0.0000,19.4001,5.4948,9.6564,2
66.00,0.1818,0.7073,0.0000,1.4501,12.3203,19.7743,3
36.00,0.1667,0.6456,1.0000,0.8752,13.5802,17.6241,0
78.00,1.0000,0.0000,0.0000,30.6819,1.5422,0.1854,1
174.00,0.2069,0.0000,0.0000,36.5196,3.7646,4.9737,2
72.00,0.1667,0.6717,1.0000,1.5435,14.3152,16.6970,3
30.00,0.2000,0.6414,1.0000,0.9484,10.3437,11.4018,0
84.00,0.4286,0.0000,0.0000,33.5857,1.5011,0.0653,1
108.00,0.2222,0.1193,1.0000,9.9147,8.5931,5.8485,2
78.00,0.1538,0.6812,0.0000,1.5943,14.5965,19.4058,3
36.00,0.0000,0.7023,0.0000,0.9147,10.7150,10.9421,0
120.00,0.8500,0.0110,0.0000,42.2806,1.8070,0.1603,1
96.00,0.3750,0.0000,0.0000,21.3577,3.4949,2.4310,2
60.00,0.1000,0.6915,0.0000,1.2335,14.0060,21.8027,3
30.00,0.0000,0.6343,1.0000,0.9182,10.9490,12.8810,0
120.00,0.8500,0.0000,0.0000,42.4256,1.8285,0.1674,1
72.00,0.5833,0.0000,0.0000,18.8246,2.8248,3.8703,2
60.00,0.2000,0.6160,1.0000,1.7077,12.4924,24.1096,3
36.00,0.1667,0.7267,0.0000,0.9163,9.7390,9.9407,0
114.00,0.9474,0.0000,0.0000,39.1846,1.9093,0.0933,1
144.00,0.2917,0.0000,0.0000,26.6393,4.4055,6.1263,2
54.00,0.1111,0.7052,0.0000,1.0472,14.2018,19.1092,3
120.00,0.8500,0.0110,0.0000,41.5370,1.8572,0.1440,1
96.00,1.0000,0.0000,0.0000,37.0066,1.5941,0.2398,1
132.00,0.6364,0.0000,0.0000,38.1147,2.4632,4.7663,2
60.00,0.2000,0.6332,0.0000,1.7991,11.2329,10.1158,3
36.00,0.1667,0.6708,0.0000,0.9225,11.8471,16.6136,0
36.00,0.0000,0.7100,0.0000,0.8915,10.7106,8.6793,0
102.00,0.6471,0.0199,0.0000,22.9737,3.3513,4.5133,2
78.00,0.8462,0.0000,0.0000,27.0161,1.8872,0.1260,1
30.00,0.2000,0.7173,1.0000,0.5553,14.2702,17.3191,0
90.00,0.9333,0.0000,0.0000,32.2659,1.7893,0.1454,1
132.00,0.5909,0.0000,0.0000,38.8441,2.3982,1.6045,2
48.00,0.2500,0.6561,0.0000,1.7008,8.7053,5.6714,3
42.00,0.1429,0.6928,0.0000,1.0503,11.2863,11.0976,0
96.00,0.5000,0.0109,0.0000,17.3427,4.4751,4.0839,2
102.00,0.5882,0.0000,0.0000,27.2449,2.7438,3.6609,2
24.00,0.2500,0.7194,0.0000,0.4489,14.0020,22.9515,0
30.00,0.0000,0.7001,1.0000,0.7184,11.5216,9.9350,0
48.00,0.8750,0.0112,0.0000,18.7251,1.5348,0.1681,1
84.00,0.5000,0.0000,0.0000,17.2045,3.8825,1.5231,2
66.00,0.1818,0.6493,0.0000,1.5823,13.6283,18.3257,3
30.00,0.2000,0.6821,0.0000,0.7469,11.7684,11.5002,0
120.00,0.4000,0.0000,0.0000,21.1978,4.6610,6.5075,2
144.00,0.1667,0.0000,0.0000,28.4649,4.0589,9.7688,2
78.00,0.0769,0.6804,0.0000,1.8291,12.6292,9.4097,3
30.00,0.2000,0.7058,0.0000,0.5755,14.3351,18.6679,0
96.00,1.0000,0.0113,0.0000,34.8378,1.7246,0.1919,1
60.00,0.8000,0.0000,0.0000,21.5853,1.7797,0.1539,1
48.00,0.0000,0.6798,1.0000,1.0380,13.8086,14.6677,3
54.00,0.1111,0.7021,0.0000,1.4554,10.0543,9.9200,3
36.00,0.1667,0.6614,1.0000,1.1354,9.7362,13.8016,0
114.00,0.1053,0.0000,0.0000,17.6181,5.4706,14.1645,2
66.00,0.2727,0.6554,0.0000,1.9816,10.4769,13.7870,3
36.00,0.1667,0.6313,0.0000,1.1140,10.9152,8.2437,0
96.00,1.0000,0.0114,0.0000,41.7668,1.2723,0.0040,1
42.00,0.2857,0.6845,1.0000,1.3826,8.5829,3.9267,0
72.00,0.1667,0.7002,1.0000,1.8923,10.4078,9.8667,3
30.00,0.2000,0.6424,1.0000,0.9871,9.8670,15.0834,0
108.00,0.7778,0.0000,0.0000,39.7110,1.7196,0.1290,1
48.00,0.1250,0.6970,0.0000,0.9984,13.5689,11.3556,0
42.00,0.1429,0.6663,0.0000,1.1021,11.7162,14.3201,3
30.00,0.0000,0.6786,0.0000,0.7295,12.2183,9.4863,0
54.00,0.7778,0.0111,0.0000,19.1120,1.7942,0.1688,1
84.00,0.5714,0.0350,0.0000,15.8630,4.1098,5.7169,2
60.00,0.3000,0.6491,1.0000,1.4464,13.5550,24.6642,3
30.00,0.0000,0.7045,1.0000,0.6645,12.3404,13.0918,0
78.00,0.7692,0.0200,0.0000,32.0183,1.3875,0.1744,1
102.00,0.6471,0.0000,0.0000,20.9567,3.8672,10.7746,2
60.00,0.2000,0.5872,0.0000,2.2646,9.9373,15.7436,3
30.00,0.0000,0.6158,0.0000,0.9726,10.8499,11.4395,0
120.00,0.6000,0.0613,0.0000,26.2482,3.2916,8.2516,2
126.00,0.5714,0.0000,0.0000,30.5075,3.1301,5.0466,2
72.00,0.1667,0.6171,0.0000,2.4773,10.1276,13.3308,3
108.00,0.9444,0.0111,0.0000,38.9070,1.7451,0.1763,1
72.00,0.5833,0.0000,0.0000,26.9368,1.6729,0.2224,1
72.00,0.5000,0.0000,0.0000,13.7011,4.2551,5.0168,2
42.00,0.1429,0.7458,0.0000,0.9014,10.8429,9.1023,3
30.00,0.2000,0.7363,0.0000,0.6453,11.2613,10.8008,0
90.00,0.6667,0.0000,0.0000,32.4405,1.7743,0.1671,1
138.00,0.5652,0.0000,0.0000,35.7415,2.8611,2.7142,2
54.00,0.1111,0.7692,1.0000,0.8044,14.4939,11.0009,3
36.00,0.1667,0.7056,0.0000,0.8154,11.9985,18.1652,0
114.00,0.9474,0.0000,0.0000,40.8153,1.7931,0.1811,1
150.00,0.6800,0.0000,0.0000,55.9326,1.6818,0.4733,2
60.00,0.1000,0.7043,0.0000,1.4714,11.0561,9.3998,3
36.00,0.1667,0.6488,0.0000,0.7994,14.8151,21.7228,0
132.00,1.0000,0.0000,0.0000,48.4690,1.7234,0.1893,1
72.00,0.4167,0.0000,0.0000,11.4240,5.3025,6.1266,2
84.00,1.0000,0.0000,0.0000,32.2422,1.6053,0.2251,1
30.00,0.2000,0.6594,1.0000,0.8408,11.1523,13.9665,0
114.00,0.8947,0.0000,0.0000,39.9070,1.8566,0.1802,1
90.00,0.3333,0.0000,0.0000,19.4342,3.6310,4.8039,2
60.00,0.1000,0.5865,0.0000,1.9368,11.8083,13.6738,3
36.00,0.1667,0.6799,0.0000,0.9452,11.1940,16.9161,0
114.00,0.9474,0.0217,0.0000,46.6917,1.3887,0.1501,1
174.00,0.5172,0.0000,0.0000,33.2875,4.2272,8.3413,2
60.00,0.0000,0.6616,1.0000,1.7526,10.5866,12.3384,3
30.00,0.2000,0.6806,0.0000,0.6009,14.9478,18.2965,0
84.00,0.5714,0.0191,0.0000,29.3065,1.8115,0.1216,1
120.00,0.5500,0.0000,0.0000,27.5953,3.3486,5.5513,2
72.00,0.2500,0.6824,0.0000,1.7397,12.1461,15.5287,3
36.00,0.1667,0.6234,0.0000,0.8432,15.0788,18.4746,0
114.00,0.9474,0.0120,0.0000,41.6487,1.7044,0.2101,1
78.00,0.4615,0.0000,0.0000,15.7103,3.9649,7.5369,2
60.00,0.1000,0.7082,0.0000,1.5415,10.3578,5.7066,3
30.00,0.2000,0.7041,0.0000,0.6256,13.1890,14.9391,0
90.00,0.7333,0.0217,0.0000,32.4168,1.7162,0.1989,1
132.00,0.3636,0.0000,0.0000,23.0179,4.7347,27.5600,2
72.00,0.0833,0.7202,0.0000,1.3430,13.9984,11.0407,3
30.00,0.2000,0.6979,0.0000,0.8289,9.9341,7.8254,0
102.00,0.9412,0.0215,0.0000,36.8770,1.7064,0.1817,1
84.00,0.1429,0.0000,0.0000,9.0623,8.2692,32.0875,2
54.00,0.2222,0.6522,0.0000,1.6449,10.4182,11.1008,3
36.00,0.1667,0.7076,0.0000,0.7599,12.8535,14.4643,0
60.00,0.1000,0.6772,0.0000,1.5999,11.1045,8.0911,3
102.00,0.5294,0.0105,0.0000,16.8652,4.9844,6.5464,2
60.00,0.0000,0.6754,1.0000,1.9678,8.8965,3.7830,3
60.00,0.1000,0.6970,1.0000,1.3399,12.5690,11.0291,3
108.00,0.8889,0.0131,0.0000,38.8438,1.7438,0.1167,1
90.00,0.4000,0.0000,0.0000,23.6970,2.7980,4.7152,2
42.00,0.1429,0.6770,0.0000,1.0799,11.5627,10.5267,0
30.00,0.2000,0.6830,0.0000,0.6541,13.5370,12.0035,0
132.00,0.4091,0.0192,0.0000,20.0235,5.4654,15.9044,2
108.00,0.3889,0.0000,0.0000,21.0821,4.1228,9.8084,2
42.00,0.1429,0.7033,1.0000,0.9535,12.0697,10.5101,3
36.00,0.1667,0.7066,1.0000,0.9024,10.7057,9.5884,0
114.00,0.8947,0.0111,0.0000,42.0747,1.6795,0.2178,1
78.00,0.5385,0.0000,0.0000,15.4697,4.0421,3.6616,2
84.00,0.7857,0.0000,0.0000,29.8932,1.8100,0.1780,1
30.00,0.2000,0.6192,0.0000,0.8782,12.0079,22.3869,0
108.00,0.8889,0.0000,0.0000,39.2557,1.7512,0.1214,1
102.00,0.8824,0.0000,0.0000,37.2963,1.7349,0.0636,1
54.00,0.1111,0.7066,0.0000,1.0726,13.7695,20.7876,3
30.00,0.2000,0.6493,0.0000,0.7878,12.3541,14.3722,0
78.00,1.0000,0.0000,0.0000,27.4848,1.8379,0.1180,1
114.00,0.4737,0.0000,0.0000,28.1855,3.0446,4.4543,2
72.00,0.0833,0.7332,0.0000,1.5381,11.4904,7.7150,3
36.00,0.1667,0.6965,1.0000,0.7872,12.8813,16.9999,0
96.00,1.0000,0.0118,0.0000,32.6126,1.9089,0.0832,1
72.00,0.5000,0.0000,0.0000,21.5944,2.3342,1.2345,2
72.00,0.4167,0.0000,0.0000,19.6934,2.6561,1.4661,2
30.00,0.2000,0.5801,1.0000,0.9290,12.5610,12.8098,0
96.00,0.6875,0.0103,0.0000,35.1954,1.6997,0.2435,1
84.00,0.3571,0.0000,0.0000,13.2414,5.3437,12.9123,2
84.00,0.1429,0.6876,0.0000,1.9698,12.3198,7.2440,3
30.00,0.0000,0.6734,0.0000,0.7213,12.5863,11.0282,0
102.00,0.8235,0.0119,0.0000,41.4342,1.4325,0.1343,1
150.00,0.2800,0.0000,0.0000,23.5515,5.3690,11.4919,2
66.00,0.0909,0.6843,0.0000,1.6123,11.9240,11.1061,3
36.00,0.3333,0.6987,1.0000,0.8167,12.2804,9.6913,0
102.00,0.7647,0.0116,0.0000,41.0669,1.4549,0.2108,1
78.00,0.3846,0.0000,0.0000,14.9820,4.2063,3.7914,2
72.00,0.2500,0.5870,1.0000,2.5037,10.8757,17.6542,3
30.00,0.2000,0.6762,0.0000,0.7485,11.9759,16.8058,0
96.00,0.8750,0.0000,0.0000,32.9930,1.9097,0.1129,1
66.00,0.1818,0.6843,0.0000,1.8273,10.4028,8.6987,3
66.00,0.1818,0.6475,0.0000,1.6919,12.7497,20.7530,3
30.00,0.2000,0.6731,0.0000,0.8331,10.7702,17.8308,0
96.00,0.6250,0.0114,0.0000,35.4013,1.6809,0.1322,1
66.00,0.0909,0.6483,1.0000,2.4322,8.5432,10.7113,3
36.00,0.1667,0.7007,0.0000,0.7563,13.2458,11.1810,3
108.00,0.3889,0.0110,0.0000,13.6843,6.8054,13.9802,2
90.00,1.0000,0.0000,0.0000,34.4520,1.6123,0.1999,1
150.00,0.3600,0.0000,0.0000,25.5972,4.8600,7.5953,2
54.00,0.1111,0.6398,1.0000,1.5720,11.3714,10.6162,3
30.00,0.0000,0.6967,1.0000,0.6814,12.3542,12.7800,0
114.00,0.8947,0.0000,0.0000,43.0507,1.6480,0.1995,1
114.00,0.4737,0.0000,0.0000,23.2395,3.9054,2.7369,2
54.00,0.1111,0.6755,0.0000,1.1581,14.1293,18.4693,3
36.00,0.1667,0.6986,0.0000,0.7234,13.9976,17.2692,0
72.00,0.5000,0.0000,0.0000,27.2356,1.6436,0.1565,1
168.00,0.2500,0.0000,0.0000,27.6107,5.0846,7.7200,2
42.00,0.4286,0.4863,1.0000,1.4802,13.5767,12.7003,3
30.00,0.0000,0.7042,1.0000,0.7806,10.3700,4.6442,0
90.00,0.8667,0.0115,0.0000,36.2908,1.4515,0.1916,1
114.00,0.1053,0.0000,0.0000,21.4442,4.3161,10.8306,2
48.00,0.1250,0.7175,0.0000,1.1815,10.4770,8.1343,3
42.00,0.2857,0.6963,0.0000,1.1843,9.7707,6.7526,0
36.00,0.1667,0.6901,0.0000,0.7711,13.4670,16.4830,0
126.00,0.3333,0.0000,0.0000,35.7433,2.5251,1.8108,2
42.00,0.1429,0.6841,1.0000,1.1106,10.9446,8.5597,3
30.00,0.0000,0.7042,1.0000,0.8048,10.0286,5.4920,0
102.00,0.9412,0.0119,0.0000,34.4395,1.9265,0.0697,1
120.00,0.3000,0.0000,0.0000,26.9347,3.4552,1.7986,2
66.00,0.7273,0.1205,0.0000,4.8388,10.9962,18.6108,3
30.00,0.2000,0.5835,1.0000,0.8912,13.0198,20.0222,0
138.00,0.4348,0.0782,0.0000,15.8254,7.0385,8.1291,2
108.00,0.3333,0.0000,0.0000,21.0659,4.1268,7.0607,2
96.00,0.9375,0.0000,0.0000,34.1138,1.8141,0.1466,1
36.00,0.1667,0.6321,0.0000,0.8943,13.8098,16.4437,0
72.00,0.8333,0.0000,0.0000,25.4197,1.8325,0.1423,1
150.00,0.4800,0.0000,0.0000,23.4763,5.3894,9.1579,2
66.00,0.1818,0.6171,1.0000,2.1990,10.4917,17.7397,3
42.00,0.1429,0.6992,0.0000,0.9077,12.9204,12.9562,0
108.00,0.8333,0.0000,0.0000,38.3493,1.8162,0.1992,1
78.00,0.3846,0.0000,0.0000,9.5055,7.2058,23.4627,2
48.00,0.2500,0.6142,0.0000,1.5960,10.6030,14.6398,3
36.00,0.1667,0.7141,1.0000,0.6824,14.0829,16.8997,0
90.00,0.4000,0.0000,0.0000,11.9088,6.5574,11.8648,2
120.00,0.8500,0.0000,0.0000,46.2059,1.5971,0.2736,1
66.00,0.1818,0.7023,1.0000,1.4580,12.4778,9.7437,3
30.00,0.2000,0.6906,1.0000,0.6228,13.9015,15.7201,0
90.00,0.6667,0.0102,0.0000,31.7047,1.8099,0.1307,1
78.00,0.5385,0.0000,0.0000,19.8053,2.9383,1.5003,2
66.00,0.8182,0.0360,0.0000,6.5002,8.7883,20.7741,3
30.00,0.2000,0.7367,0.0000,0.6655,10.8702,8.4384,0
102.00,0.9412,0.0110,0.0000,45.8801,1.1987,0.0019,1
168.00,0.5000,0.0000,0.0000,39.6907,3.2327,2.4981,2
60.00,0.2000,0.6907,1.0000,1.5411,11.0425,16.1568,3
30.00,0.2000,0.6209,1.0000,0.7617,13.9294,14.2616,0
72.00,0.7500,0.0109,0.0000,28.9987,1.4557,0.1660,1
126.00,0.6190,0.0000,0.0000,13.6885,8.2048,31.3310,2
66.00,0.6364,0.0000,0.0000,25.6246,1.5757,0.2093,1
96.00,0.7500,0.0000,0.0000,32.7284,1.9332,0.0828,1
78.00,0.7692,0.0000,0.0000,28.2807,1.7581,0.2008,1
108.00,0.3889,0.0000,0.0000,25.6952,3.2031,6.9447,2
66.00,0.7273,0.2108,0.5000,5.2657,8.8924,23.0892,3
36.00,0.1667,0.7441,0.0000,0.6934,12.2874,14.4888,0
108.00,0.7778,0.0103,0.0000,38.3555,1.7866,0.1669,1
132.00,0.4545,0.0000,0.0000,27.5135,3.7977,3.8630,2
72.00,0.2500,0.5099,0.0000,3.1785,10.1013,27.5158,3
78.00,1.0000,0.0000,0.0000,27.8223,1.8035,0.1562,1
48.00,0.1250,0.7001,0.0000,0.9708,13.8298,19.0261,3
